Example,Label
'4776',<=50K
'4777',<=50K
'4778',<=50K
'4779',<=50K
'4780',<=50K
'4781',<=50K
'4782',<=50K
'4783',<=50K
'4784',<=50K
'4785',<=50K
'4786',<=50K
'4787',<=50K
'4788',<=50K
'4789',<=50K
'4790',<=50K
'4791',<=50K
'4792',<=50K
'4793',<=50K
'4794',<=50K
'4795',<=50K
'4796',<=50K
'4797',<=50K
'4798',<=50K
'4799',<=50K
'4800',<=50K
'4801',<=50K
'4802',<=50K
'4803',<=50K
'4804',<=50K
'4805',<=50K
'4806',<=50K
'4807',<=50K
'4808',<=50K
'4809',<=50K
'4810',<=50K
'4811',<=50K
'4812',<=50K
'4813',<=50K
'4814',<=50K
'4815',<=50K
'4816',<=50K
'4817',<=50K
'4818',<=50K
'4819',<=50K
'4820',<=50K
'4821',<=50K
'4822',<=50K
'4823',<=50K
'4824',<=50K
'4825',<=50K
'4826',<=50K
'4827',<=50K
'4828',<=50K
'4829',<=50K
'4830',<=50K
'4831',<=50K
'4832',<=50K
'4833',<=50K
'4834',<=50K
'4835',<=50K
'4836',<=50K
'4837',<=50K
'4838',<=50K
'4839',<=50K
'4840',<=50K
'4841',<=50K
'4842',<=50K
'4843',<=50K
'4844',<=50K
'4845',<=50K
'4846',<=50K
'4847',<=50K
'4848',<=50K
'4849',<=50K
'4850',<=50K
'4851',<=50K
'4852',<=50K
'4853',<=50K
'4854',<=50K
'4855',<=50K
'4856',<=50K
'4857',<=50K
'4858',<=50K
'4859',<=50K
'4860',<=50K
'4861',>50K
'4862',<=50K
'4863',<=50K
'4864',<=50K
'4865',<=50K
'4866',<=50K
'4867',<=50K
'4868',<=50K
'4869',<=50K
'4870',<=50K
'4871',<=50K
'4872',<=50K
'4873',<=50K
'4874',<=50K
'4875',<=50K
'4876',<=50K
'4877',<=50K
'4878',<=50K
'4879',<=50K
'4880',<=50K
'4881',<=50K
'4882',<=50K
'4883',<=50K
